org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,1355,apply_fixes,4992,2160,base,0.047376
heliosdrift,commerce-platform,1355,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1378,plan,3222,1660,base,0.034566
heliosdrift,commerce-platform,1378,select_tools,930,240,base,0.00639
heliosdrift,commerce-platform,1378,synthesize_diff,4026,2164,base,0.044538
heliosdrift,commerce-platform,1378,review,2884,1830,base,0.036102
heliosdrift,commerce-platform,1378,apply_fixes,3446,1930,base,0.039288
heliosdrift,commerce-platform,1378,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1380,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1380,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1380,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1380,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1380,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1380,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1214,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1214,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1214,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1214,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1214,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1214,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1402,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1402,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1402,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1402,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1402,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1402,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1413,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1413,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1413,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1413,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1413,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1413,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1386,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1386,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1386,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1386,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1386,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1386,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1388,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1388,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1388,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1388,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1388,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1388,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1407,plan,2824,1440,base,0.030072
heliosdrift,commerce-platform,1407,select_tools,900,240,base,0.0063
heliosdrift,commerce-platform,1407,synthesize_diff,3786,2124,base,0.043218
heliosdrift,commerce-platform,1407,review,2724,1720,base,0.033972
heliosdrift,commerce-platform,1407,apply_fixes,3248,1898,base,0.038214
heliosdrift,commerce-platform,1407,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1436,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1436,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1436,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1436,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1436,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1436,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1431,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,1431,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1431,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,1431,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,1431,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,1431,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1416,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1416,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1416,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1416,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1416,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1416,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1344,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1344,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1344,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1344,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1344,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1344,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1377,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1377,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1377,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1377,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1377,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1377,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1472,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,1472,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1472,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,1472,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,1472,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,1472,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1434,plan,2528,1268,base,0.026604
heliosdrift,commerce-platform,1434,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,1434,synthesize_diff,3558,2092,base,0.042054
heliosdrift,commerce-platform,1434,review,2572,1634,base,0.032226
heliosdrift,commerce-platform,1434,apply_fixes,3060,1872,base,0.03726
heliosdrift,commerce-platform,1434,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1471,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1471,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1471,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1471,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1471,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1471,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1525,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1525,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1525,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1525,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1525,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1525,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1541,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1541,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1541,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1541,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1541,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1541,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1547,plan,6229,1800,base,0.045687
heliosdrift,commerce-platform,1547,select_tools,1210,240,base,0.00723
heliosdrift,commerce-platform,1547,synthesize_diff,6204,2496,base,0.056052
heliosdrift,commerce-platform,1547,review,4336,1900,base,0.041508
heliosdrift,commerce-platform,1547,apply_fixes,5245,2196,base,0.048675
heliosdrift,commerce-platform,1547,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1555,plan,2792,1392,base,0.029256
heliosdrift,commerce-platform,1555,select_tools,890,240,base,0.00627
heliosdrift,commerce-platform,1555,synthesize_diff,3708,2112,base,0.042804
heliosdrift,commerce-platform,1555,review,2672,1696,base,0.033456
heliosdrift,commerce-platform,1555,apply_fixes,3184,1888,base,0.037872
heliosdrift,commerce-platform,1555,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1573,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1573,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1573,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1573,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1573,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1573,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1577,plan,2659,1310,base,0.027627
heliosdrift,commerce-platform,1577,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,1577,synthesize_diff,3624,2096,base,0.042312
heliosdrift,commerce-platform,1577,review,2616,1654,base,0.032658
heliosdrift,commerce-platform,1577,apply_fixes,3115,1876,base,0.037485
heliosdrift,commerce-platform,1577,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1580,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1580,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1580,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1580,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1580,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1580,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1572,plan,4082,1800,base,0.039246
heliosdrift,commerce-platform,1572,select_tools,1010,240,base,0.00663
heliosdrift,commerce-platform,1572,synthesize_diff,4650,2260,base,0.04785
heliosdrift,commerce-platform,1572,review,3300,1900,base,0.0384
heliosdrift,commerce-platform,1572,apply_fixes,3962,2008,base,0.042006
heliosdrift,commerce-platform,1572,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1584,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1584,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1584,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1584,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1584,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1584,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1593,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1593,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1593,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1593,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1593,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1593,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1469,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,1469,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1469,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,1469,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,1469,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,1469,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1607,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,1607,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1607,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,1607,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,1607,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,1607,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1601,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,1601,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1601,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,1601,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,1601,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,1601,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1602,plan,3222,1660,base,0.034566
heliosdrift,commerce-platform,1602,select_tools,930,240,base,0.00639
heliosdrift,commerce-platform,1602,synthesize_diff,4026,2164,base,0.044538
heliosdrift,commerce-platform,1602,review,2884,1830,base,0.036102
heliosdrift,commerce-platform,1602,apply_fixes,3446,1930,base,0.039288
heliosdrift,commerce-platform,1602,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1625,plan,5799,1800,base,0.044397
heliosdrift,commerce-platform,1625,select_tools,1170,240,base,0.00711
heliosdrift,commerce-platform,1625,synthesize_diff,5892,2448,base,0.054396
heliosdrift,commerce-platform,1625,review,4128,1900,base,0.040884
heliosdrift,commerce-platform,1625,apply_fixes,4987,2158,base,0.047331
heliosdrift,commerce-platform,1625,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1640,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1640,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1640,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1640,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1640,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1640,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1644,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,1644,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1644,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,1644,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,1644,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,1644,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1652,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,1652,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1652,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,1652,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,1652,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,1652,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1653,plan,2394,1172,base,0.024762
heliosdrift,commerce-platform,1653,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,1653,synthesize_diff,3468,2072,base,0.041484
heliosdrift,commerce-platform,1653,review,2512,1586,base,0.031326
heliosdrift,commerce-platform,1653,apply_fixes,2986,1856,base,0.036798
heliosdrift,commerce-platform,1653,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1662,plan,2925,1474,base,0.030885
heliosdrift,commerce-platform,1662,select_tools,900,240,base,0.0063
heliosdrift,commerce-platform,1662,synthesize_diff,3792,2128,base,0.043296
heliosdrift,commerce-platform,1662,review,2728,1736,base,0.034224
heliosdrift,commerce-platform,1662,apply_fixes,3253,1902,base,0.038289
heliosdrift,commerce-platform,1662,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1688,plan,4511,1800,base,0.040533
heliosdrift,commerce-platform,1688,select_tools,1050,240,base,0.00675
heliosdrift,commerce-platform,1688,synthesize_diff,4962,2308,base,0.049506
heliosdrift,commerce-platform,1688,review,3508,1900,base,0.039024
heliosdrift,commerce-platform,1688,apply_fixes,4219,2046,base,0.043347
heliosdrift,commerce-platform,1688,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1673,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1673,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1673,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1673,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1673,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1673,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1692,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1692,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1692,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1692,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1692,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1692,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1664,plan,2660,1324,base,0.02784
heliosdrift,commerce-platform,1664,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,1664,synthesize_diff,3630,2100,base,0.04239
heliosdrift,commerce-platform,1664,review,2620,1662,base,0.03279
heliosdrift,commerce-platform,1664,apply_fixes,3120,1880,base,0.03756
heliosdrift,commerce-platform,1664,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1705,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1705,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1705,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1705,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1705,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1705,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1701,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1701,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1701,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1701,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1701,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1701,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1667,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1667,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1667,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1667,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1667,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1667,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1659,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1659,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1659,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1659,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1659,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1659,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1603,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,1603,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1603,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,1603,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,1603,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,1603,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1716,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1716,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1716,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1716,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1716,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1716,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1740,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1740,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1740,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1740,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1740,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1740,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1742,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1742,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1742,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1742,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1742,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1742,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1747,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1747,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1747,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1747,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1747,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1747,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1748,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1748,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1748,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1748,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1748,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1748,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1706,plan,3784,1800,base,0.038352
heliosdrift,commerce-platform,1706,select_tools,980,240,base,0.00654
heliosdrift,commerce-platform,1706,synthesize_diff,4416,2224,base,0.046608
heliosdrift,commerce-platform,1706,review,3144,1900,base,0.037932
heliosdrift,commerce-platform,1706,apply_fixes,3768,1978,base,0.040974
heliosdrift,commerce-platform,1706,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1754,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1754,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1754,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1754,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1754,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1754,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1723,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1723,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1723,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1723,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1723,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1723,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1768,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,1768,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1768,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,1768,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,1768,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,1768,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1782,plan,2528,1268,base,0.026604
heliosdrift,commerce-platform,1782,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,1782,synthesize_diff,3558,2092,base,0.042054
heliosdrift,commerce-platform,1782,review,2572,1634,base,0.032226
heliosdrift,commerce-platform,1782,apply_fixes,3060,1872,base,0.03726
heliosdrift,commerce-platform,1782,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1784,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1784,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1784,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1784,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1784,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1784,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1797,plan,2496,1220,base,0.025788
heliosdrift,commerce-platform,1797,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,1797,synthesize_diff,3480,2080,base,0.04164
heliosdrift,commerce-platform,1797,review,2520,1610,base,0.03171
heliosdrift,commerce-platform,1797,apply_fixes,2996,1864,base,0.036948
heliosdrift,commerce-platform,1797,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1793,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1793,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1793,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1793,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1793,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1793,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1795,plan,2659,1310,base,0.027627
heliosdrift,commerce-platform,1795,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,1795,synthesize_diff,3624,2096,base,0.042312
heliosdrift,commerce-platform,1795,review,2616,1654,base,0.032658
heliosdrift,commerce-platform,1795,apply_fixes,3115,1876,base,0.037485
heliosdrift,commerce-platform,1795,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1804,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,1804,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1804,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,1804,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,1804,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,1804,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1815,plan,2395,1186,base,0.024975
heliosdrift,commerce-platform,1815,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,1815,synthesize_diff,3474,2076,base,0.041562
heliosdrift,commerce-platform,1815,review,2516,1592,base,0.031428
heliosdrift,commerce-platform,1815,apply_fixes,2991,1860,base,0.036873
heliosdrift,commerce-platform,1815,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1816,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1816,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1816,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1816,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1816,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1816,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1819,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1819,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1819,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1819,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1819,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1819,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1825,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1825,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1825,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1825,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1825,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1825,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1830,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1830,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1830,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1830,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1830,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1830,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1835,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1835,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1835,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1835,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1835,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1835,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1833,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1833,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1833,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1833,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1833,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1833,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1842,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1842,select_tools,810,240,base,0.00603
