org,repo,pr_number,title,state,createdAt,mergedAt,closedAt,isDraft,isCrossRepository,author,additions,deletions,changedFiles,commits_totalCount,participants_totalCount,closingIssues_count,closingIssues_bug_count
heliosdrift,commerce-platform,1472,Synthetic PR #1472,MERGED,2024-10-15T00:00:00Z,2024-10-17T00:00:00Z,2024-10-17T00:00:00Z,False,False,sdunn41,180,60,2,1,2,0,0
heliosdrift,commerce-platform,1434,Synthetic PR #1434,MERGED,2024-10-16T00:00:00Z,2024-10-18T00:00:00Z,2024-10-18T00:00:00Z,False,False,bsmith79,690,230,7,5,4,0,0
heliosdrift,commerce-platform,1471,Synthetic PR #1471,MERGED,2024-10-17T00:00:00Z,2024-10-19T00:00:00Z,2024-10-19T00:00:00Z,False,False,dcombs39,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1525,Synthetic PR #1525,MERGED,2024-10-18T00:00:00Z,2024-10-20T00:00:00Z,2024-10-20T00:00:00Z,False,False,wpeterson13,150,50,1,1,4,0,0
heliosdrift,commerce-platform,1541,Synthetic PR #1541,MERGED,2024-10-19T00:00:00Z,2024-10-21T00:00:00Z,2024-10-21T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1547,Synthetic PR #1547,MERGED,2024-10-20T00:00:00Z,2024-10-22T00:00:00Z,2024-10-22T00:00:00Z,False,False,scook74,3720,1240,41,31,5,0,0
heliosdrift,commerce-platform,1555,Synthetic PR #1555,MERGED,2024-10-21T00:00:00Z,2024-10-23T00:00:00Z,2024-10-23T00:00:00Z,False,False,sdunn41,840,280,9,7,3,0,0
heliosdrift,commerce-platform,1573,Synthetic PR #1573,MERGED,2024-10-22T00:00:00Z,2024-10-24T00:00:00Z,2024-10-24T00:00:00Z,False,False,dcombs39,60,20,1,1,1,0,0
heliosdrift,commerce-platform,1577,Synthetic PR #1577,MERGED,2024-10-23T00:00:00Z,2024-10-25T00:00:00Z,2024-10-25T00:00:00Z,False,False,sdunn41,720,240,8,6,3,0,0
heliosdrift,commerce-platform,1580,Synthetic PR #1580,MERGED,2024-10-24T00:00:00Z,2024-10-26T00:00:00Z,2024-10-26T00:00:00Z,False,False,sdunn41,210,70,2,1,2,0,0
heliosdrift,commerce-platform,1572,Synthetic PR #1572,MERGED,2024-10-25T00:00:00Z,2024-10-27T00:00:00Z,2024-10-27T00:00:00Z,False,False,sdunn41,1950,650,21,16,4,0,0
heliosdrift,commerce-platform,1584,Synthetic PR #1584,MERGED,2024-10-26T00:00:00Z,2024-10-28T00:00:00Z,2024-10-28T00:00:00Z,False,False,dcombs39,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1593,Synthetic PR #1593,MERGED,2024-10-27T00:00:00Z,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,False,False,bsmith79,150,50,1,1,3,0,0
heliosdrift,commerce-platform,1469,Synthetic PR #1469,MERGED,2024-10-28T00:00:00Z,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,False,False,pbuck38,270,90,3,2,3,0,0
heliosdrift,commerce-platform,1607,Synthetic PR #1607,MERGED,2024-10-29T00:00:00Z,2024-10-31T00:00:00Z,2024-10-31T00:00:00Z,False,False,dcombs39,330,110,3,2,3,0,0
heliosdrift,commerce-platform,1601,Synthetic PR #1601,MERGED,2024-10-30T00:00:00Z,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,False,False,bsmith79,270,90,3,2,3,0,0
heliosdrift,commerce-platform,1602,Synthetic PR #1602,MERGED,2024-10-31T00:00:00Z,2024-11-02T00:00:00Z,2024-11-02T00:00:00Z,False,False,scook74,1230,410,13,10,3,0,0
heliosdrift,commerce-platform,1625,Synthetic PR #1625,MERGED,2024-11-01T00:00:00Z,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,False,False,sdunn41,3360,1120,37,28,3,0,0
heliosdrift,commerce-platform,1640,Synthetic PR #1640,MERGED,2024-11-02T00:00:00Z,2024-11-04T00:00:00Z,2024-11-04T00:00:00Z,False,False,pbuck38,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1644,Synthetic PR #1644,MERGED,2024-11-03T00:00:00Z,2024-11-05T00:00:00Z,2024-11-05T00:00:00Z,False,False,dcombs39,180,60,2,1,1,0,0
heliosdrift,commerce-platform,1652,Synthetic PR #1652,MERGED,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,2024-11-06T00:00:00Z,False,False,pbuck38,270,90,3,2,3,0,0
heliosdrift,commerce-platform,1653,Synthetic PR #1653,MERGED,2024-11-05T00:00:00Z,2024-11-07T00:00:00Z,2024-11-07T00:00:00Z,False,False,jrivera79,540,180,6,4,4,0,0
heliosdrift,commerce-platform,1662,Synthetic PR #1662,MERGED,2024-11-06T00:00:00Z,2024-11-08T00:00:00Z,2024-11-08T00:00:00Z,False,False,sdunn41,960,320,10,8,2,0,0
heliosdrift,commerce-platform,1688,Synthetic PR #1688,MERGED,2024-11-07T00:00:00Z,2024-11-09T00:00:00Z,2024-11-09T00:00:00Z,False,False,scook74,2310,770,25,19,4,0,0
heliosdrift,commerce-platform,1673,Synthetic PR #1673,MERGED,2024-11-08T00:00:00Z,2024-11-10T00:00:00Z,2024-11-10T00:00:00Z,False,False,sdunn41,30,10,1,1,1,0,0
heliosdrift,commerce-platform,1692,Synthetic PR #1692,MERGED,2024-11-09T00:00:00Z,2024-11-11T00:00:00Z,2024-11-11T00:00:00Z,False,False,sdunn41,30,10,1,1,1,0,0
heliosdrift,commerce-platform,1664,Synthetic PR #1664,MERGED,2024-11-10T00:00:00Z,2024-11-12T00:00:00Z,2024-11-12T00:00:00Z,False,False,sdunn41,750,250,8,6,3,0,0
heliosdrift,commerce-platform,1705,Synthetic PR #1705,MERGED,2024-11-11T00:00:00Z,2024-11-13T00:00:00Z,2024-11-13T00:00:00Z,False,False,dcombs39,240,80,2,2,1,0,0
heliosdrift,commerce-platform,1701,Synthetic PR #1701,MERGED,2024-11-12T00:00:00Z,2024-11-14T00:00:00Z,2024-11-14T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,1667,Synthetic PR #1667,MERGED,2024-11-13T00:00:00Z,2024-11-15T00:00:00Z,2024-11-15T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,1659,Synthetic PR #1659,MERGED,2024-11-14T00:00:00Z,2024-11-16T00:00:00Z,2024-11-16T00:00:00Z,False,False,pbuck38,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1603,Synthetic PR #1603,MERGED,2024-11-15T00:00:00Z,2024-11-17T00:00:00Z,2024-11-17T00:00:00Z,False,False,sdunn41,330,110,3,2,3,0,0
heliosdrift,commerce-platform,1716,Synthetic PR #1716,MERGED,2024-11-16T00:00:00Z,2024-11-18T00:00:00Z,2024-11-18T00:00:00Z,False,False,sdunn41,210,70,2,1,2,0,0
heliosdrift,commerce-platform,1740,Synthetic PR #1740,MERGED,2024-11-17T00:00:00Z,2024-11-19T00:00:00Z,2024-11-19T00:00:00Z,False,False,dcombs39,120,40,1,1,3,0,0
heliosdrift,commerce-platform,1742,Synthetic PR #1742,MERGED,2024-11-18T00:00:00Z,2024-11-20T00:00:00Z,2024-11-20T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1747,Synthetic PR #1747,MERGED,2024-11-19T00:00:00Z,2024-11-21T00:00:00Z,2024-11-21T00:00:00Z,False,False,dcombs39,60,20,1,1,1,0,0
heliosdrift,commerce-platform,1748,Synthetic PR #1748,MERGED,2024-11-20T00:00:00Z,2024-11-22T00:00:00Z,2024-11-22T00:00:00Z,False,False,jrivera79,60,20,1,1,2,0,0
heliosdrift,commerce-platform,1706,Synthetic PR #1706,MERGED,2024-11-21T00:00:00Z,2024-11-23T00:00:00Z,2024-11-23T00:00:00Z,False,False,bsmith79,1680,560,18,14,3,0,0
heliosdrift,commerce-platform,1754,Synthetic PR #1754,MERGED,2024-11-22T00:00:00Z,2024-11-24T00:00:00Z,2024-11-24T00:00:00Z,False,False,sdunn41,240,80,2,2,2,0,0
heliosdrift,commerce-platform,1723,Synthetic PR #1723,MERGED,2024-11-23T00:00:00Z,2024-11-25T00:00:00Z,2024-11-25T00:00:00Z,False,False,bsmith79,150,50,1,1,1,0,0
heliosdrift,commerce-platform,1768,Synthetic PR #1768,MERGED,2024-11-24T00:00:00Z,2024-11-26T00:00:00Z,2024-11-26T00:00:00Z,False,False,bsmith79,480,160,5,4,2,0,0
heliosdrift,commerce-platform,1782,Synthetic PR #1782,MERGED,2024-11-25T00:00:00Z,2024-11-27T00:00:00Z,2024-11-27T00:00:00Z,False,False,dcombs39,690,230,7,5,4,0,0
heliosdrift,commerce-platform,1784,Synthetic PR #1784,MERGED,2024-11-26T00:00:00Z,2024-11-28T00:00:00Z,2024-11-28T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1797,Synthetic PR #1797,MERGED,2024-11-27T00:00:00Z,2024-11-29T00:00:00Z,2024-11-29T00:00:00Z,False,False,scook74,600,200,6,5,3,0,0
heliosdrift,commerce-platform,1793,Synthetic PR #1793,MERGED,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,2024-11-30T00:00:00Z,False,False,dcombs39,390,130,4,3,3,0,0
heliosdrift,commerce-platform,1795,Synthetic PR #1795,MERGED,2024-11-29T00:00:00Z,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,False,False,dcombs39,720,240,8,6,5,0,0
heliosdrift,commerce-platform,1804,Synthetic PR #1804,MERGED,2024-11-30T00:00:00Z,2024-12-02T00:00:00Z,2024-12-02T00:00:00Z,False,False,scook74,300,100,3,2,4,0,0
heliosdrift,commerce-platform,1815,Synthetic PR #1815,MERGED,2024-12-01T00:00:00Z,2024-12-03T00:00:00Z,2024-12-03T00:00:00Z,False,False,dcombs39,570,190,6,4,5,0,0
heliosdrift,commerce-platform,1816,Synthetic PR #1816,MERGED,2024-12-02T00:00:00Z,2024-12-04T00:00:00Z,2024-12-04T00:00:00Z,False,False,bsmith79,150,50,1,1,2,0,0
heliosdrift,commerce-platform,1819,Synthetic PR #1819,MERGED,2024-12-03T00:00:00Z,2024-12-05T00:00:00Z,2024-12-05T00:00:00Z,False,False,bsmith79,120,40,1,1,1,0,0
heliosdrift,commerce-platform,1825,Synthetic PR #1825,MERGED,2024-12-04T00:00:00Z,2024-12-06T00:00:00Z,2024-12-06T00:00:00Z,False,False,sdunn41,120,40,1,1,1,0,0
heliosdrift,commerce-platform,1830,Synthetic PR #1830,MERGED,2024-12-05T00:00:00Z,2024-12-07T00:00:00Z,2024-12-07T00:00:00Z,False,False,bsmith79,60,20,1,1,1,0,0
heliosdrift,commerce-platform,1835,Synthetic PR #1835,MERGED,2024-12-06T00:00:00Z,2024-12-08T00:00:00Z,2024-12-08T00:00:00Z,False,False,sdunn41,90,30,1,1,1,0,0
heliosdrift,commerce-platform,1833,Synthetic PR #1833,MERGED,2024-12-07T00:00:00Z,2024-12-09T00:00:00Z,2024-12-09T00:00:00Z,False,False,bsmith79,150,50,1,1,1,0,0
heliosdrift,commerce-platform,1842,Synthetic PR #1842,MERGED,2024-12-08T00:00:00Z,2024-12-10T00:00:00Z,2024-12-10T00:00:00Z,False,False,bsmith79,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1843,Synthetic PR #1843,MERGED,2024-12-09T00:00:00Z,2024-12-11T00:00:00Z,2024-12-11T00:00:00Z,False,False,sdunn41,210,70,2,1,2,0,0
heliosdrift,commerce-platform,1849,Synthetic PR #1849,MERGED,2024-12-10T00:00:00Z,2024-12-12T00:00:00Z,2024-12-12T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1846,Synthetic PR #1846,MERGED,2024-12-11T00:00:00Z,2024-12-13T00:00:00Z,2024-12-13T00:00:00Z,False,False,bsmith79,60,20,1,1,1,0,0
heliosdrift,commerce-platform,1850,Synthetic PR #1850,MERGED,2024-12-12T00:00:00Z,2024-12-14T00:00:00Z,2024-12-14T00:00:00Z,False,False,sdunn41,210,70,2,1,1,0,0
heliosdrift,commerce-platform,1853,Synthetic PR #1853,MERGED,2024-12-13T00:00:00Z,2024-12-15T00:00:00Z,2024-12-15T00:00:00Z,False,False,bsmith79,300,100,3,2,3,0,0
heliosdrift,commerce-platform,1870,Synthetic PR #1870,MERGED,2024-12-14T00:00:00Z,2024-12-16T00:00:00Z,2024-12-16T00:00:00Z,False,False,sdunn41,1020,340,11,8,5,0,0
heliosdrift,commerce-platform,1858,Synthetic PR #1858,MERGED,2024-12-15T00:00:00Z,2024-12-17T00:00:00Z,2024-12-17T00:00:00Z,False,False,bsmith79,120,40,1,1,3,0,0
heliosdrift,commerce-platform,1873,Synthetic PR #1873,MERGED,2024-12-16T00:00:00Z,2024-12-18T00:00:00Z,2024-12-18T00:00:00Z,False,False,scook74,780,260,8,6,5,0,0
heliosdrift,commerce-platform,1874,Synthetic PR #1874,MERGED,2024-12-17T00:00:00Z,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,False,False,bsmith79,510,170,5,4,4,0,0
heliosdrift,commerce-platform,1871,Synthetic PR #1871,MERGED,2024-12-18T00:00:00Z,2024-12-20T00:00:00Z,2024-12-20T00:00:00Z,False,False,jrivera79,810,270,9,6,3,0,0
heliosdrift,commerce-platform,1882,Synthetic PR #1882,MERGED,2024-12-19T00:00:00Z,2024-12-21T00:00:00Z,2024-12-21T00:00:00Z,False,False,scook74,240,80,2,2,4,0,0
heliosdrift,commerce-platform,1894,Synthetic PR #1894,MERGED,2024-12-20T00:00:00Z,2024-12-22T00:00:00Z,2024-12-22T00:00:00Z,False,False,sdunn41,900,300,10,7,2,0,0
heliosdrift,commerce-platform,1717,Synthetic PR #1717,MERGED,2024-12-21T00:00:00Z,2024-12-23T00:00:00Z,2024-12-23T00:00:00Z,False,False,scook74,150,50,1,1,2,0,0
heliosdrift,commerce-platform,1855,Synthetic PR #1855,MERGED,2024-12-22T00:00:00Z,2024-12-24T00:00:00Z,2024-12-24T00:00:00Z,False,False,scook74,270,90,3,2,3,0,0
heliosdrift,commerce-platform,1914,Synthetic PR #1914,MERGED,2024-12-23T00:00:00Z,2024-12-25T00:00:00Z,2024-12-25T00:00:00Z,False,False,sdunn41,1110,370,12,9,3,0,0
heliosdrift,commerce-platform,1902,Synthetic PR #1902,MERGED,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,2024-12-26T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1912,Synthetic PR #1912,MERGED,2024-12-25T00:00:00Z,2024-12-27T00:00:00Z,2024-12-27T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1937,Synthetic PR #1937,MERGED,2024-12-26T00:00:00Z,2024-12-28T00:00:00Z,2024-12-28T00:00:00Z,False,False,bsmith79,390,130,4,3,3,0,0
heliosdrift,commerce-platform,1938,Synthetic PR #1938,MERGED,2024-12-27T00:00:00Z,2024-12-29T00:00:00Z,2024-12-29T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,1936,Synthetic PR #1936,MERGED,2024-12-28T00:00:00Z,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z,False,False,bsmith79,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1959,Synthetic PR #1959,MERGED,2024-12-29T00:00:00Z,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z,False,False,jgarcia13,210,70,2,1,3,0,0
heliosdrift,commerce-platform,1968,Synthetic PR #1968,MERGED,2024-12-30T00:00:00Z,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,False,False,bsmith79,150,50,1,1,3,0,0
heliosdrift,commerce-platform,1974,Synthetic PR #1974,MERGED,2024-12-31T00:00:00Z,2025-01-02T00:00:00Z,2025-01-02T00:00:00Z,False,False,sdunn41,240,80,2,2,3,0,0
heliosdrift,commerce-platform,1976,Synthetic PR #1976,MERGED,2025-01-01T00:00:00Z,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,False,False,jrivera79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,1963,Synthetic PR #1963,MERGED,2025-01-02T00:00:00Z,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,False,False,jrivera79,150,50,1,1,4,0,0
heliosdrift,commerce-platform,1987,Synthetic PR #1987,MERGED,2025-01-03T00:00:00Z,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,False,False,jgarcia13,90,30,1,1,1,0,0
heliosdrift,commerce-platform,1985,Synthetic PR #1985,MERGED,2025-01-04T00:00:00Z,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,1962,Synthetic PR #1962,MERGED,2025-01-05T00:00:00Z,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,False,False,sdunn41,390,130,4,3,2,0,0
heliosdrift,commerce-platform,2001,Synthetic PR #2001,MERGED,2025-01-06T00:00:00Z,2025-01-08T00:00:00Z,2025-01-08T00:00:00Z,False,False,jgarcia13,60,20,1,1,1,0,0
heliosdrift,commerce-platform,1995,Synthetic PR #1995,MERGED,2025-01-07T00:00:00Z,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,False,False,scook74,450,150,5,3,3,0,0
heliosdrift,commerce-platform,1773,Synthetic PR #1773,MERGED,2025-01-08T00:00:00Z,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,False,False,scook74,750,250,8,6,3,0,0
heliosdrift,commerce-platform,1966,Synthetic PR #1966,MERGED,2025-01-09T00:00:00Z,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,False,False,dcombs39,450,150,5,3,3,0,0
heliosdrift,commerce-platform,2000,Synthetic PR #2000,MERGED,2025-01-10T00:00:00Z,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,False,False,sdunn41,1230,410,13,10,4,0,0
heliosdrift,commerce-platform,2015,Synthetic PR #2015,MERGED,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2021,Synthetic PR #2021,MERGED,2025-01-12T00:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,False,False,bsmith79,60,20,1,1,2,0,0
heliosdrift,commerce-platform,1854,Synthetic PR #1854,MERGED,2025-01-13T00:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,False,False,dcombs39,540,180,6,4,3,0,0
heliosdrift,commerce-platform,2031,Synthetic PR #2031,MERGED,2025-01-14T00:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2087,Synthetic PR #2087,MERGED,2025-01-15T00:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,False,False,bsmith79,240,80,2,2,2,0,0
heliosdrift,commerce-platform,2112,Synthetic PR #2112,MERGED,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2108,Synthetic PR #2108,MERGED,2025-01-17T00:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,False,False,bsmith79,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2124,Synthetic PR #2124,MERGED,2025-01-18T00:00:00Z,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,False,False,bsmith79,270,90,3,2,3,0,0
heliosdrift,commerce-platform,2123,Synthetic PR #2123,MERGED,2025-01-19T00:00:00Z,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,False,False,scook74,270,90,3,2,2,0,0
heliosdrift,commerce-platform,2125,Synthetic PR #2125,MERGED,2025-01-20T00:00:00Z,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,False,False,sdunn41,240,80,2,2,3,0,0
heliosdrift,commerce-platform,2139,Synthetic PR #2139,MERGED,2025-01-21T00:00:00Z,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,False,False,bsmith79,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2130,Synthetic PR #2130,MERGED,2025-01-22T00:00:00Z,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,False,False,sdunn41,1080,360,12,9,3,0,0
heliosdrift,commerce-platform,2154,Synthetic PR #2154,MERGED,2025-01-23T00:00:00Z,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,False,False,dcombs39,300,100,3,2,4,0,0
heliosdrift,commerce-platform,2131,Synthetic PR #2131,MERGED,2025-01-24T00:00:00Z,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,False,False,bsmith79,180,60,2,1,3,0,0
heliosdrift,commerce-platform,2141,Synthetic PR #2141,MERGED,2025-01-25T00:00:00Z,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2150,Synthetic PR #2150,MERGED,2025-01-26T00:00:00Z,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,False,False,jrivera79,570,190,6,4,4,0,0
heliosdrift,commerce-platform,2184,Synthetic PR #2184,MERGED,2025-01-27T00:00:00Z,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,False,False,sdunn41,1350,450,15,11,5,0,0
heliosdrift,commerce-platform,2197,Synthetic PR #2197,MERGED,2025-01-28T00:00:00Z,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2204,Synthetic PR #2204,MERGED,2025-01-29T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,False,False,sdunn41,690,230,7,5,3,0,0
heliosdrift,commerce-platform,2183,Synthetic PR #2183,MERGED,2025-01-30T00:00:00Z,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,False,False,bsmith79,330,110,3,2,3,0,0
heliosdrift,commerce-platform,2187,Synthetic PR #2187,MERGED,2025-01-31T00:00:00Z,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,False,False,jrivera79,570,190,6,4,3,0,0
heliosdrift,commerce-platform,2224,Synthetic PR #2224,MERGED,2025-02-01T00:00:00Z,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2220,Synthetic PR #2220,MERGED,2025-02-02T00:00:00Z,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,False,False,dcombs39,120,40,1,1,1,0,0
heliosdrift,commerce-platform,2210,Synthetic PR #2210,MERGED,2025-02-03T00:00:00Z,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,False,False,jrivera79,330,110,3,2,3,0,0
heliosdrift,commerce-platform,2234,Synthetic PR #2234,MERGED,2025-02-04T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,False,False,bsmith79,360,120,4,3,3,0,0
heliosdrift,commerce-platform,2239,Synthetic PR #2239,MERGED,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,False,False,bsmith79,540,180,6,4,4,0,0
heliosdrift,commerce-platform,2240,Synthetic PR #2240,MERGED,2025-02-06T00:00:00Z,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,False,False,bsmith79,240,80,2,2,2,0,0
heliosdrift,commerce-platform,2241,Synthetic PR #2241,MERGED,2025-02-07T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,False,False,sdunn41,570,190,6,4,3,0,0
heliosdrift,commerce-platform,2179,Synthetic PR #2179,MERGED,2025-02-08T00:00:00Z,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2246,Synthetic PR #2246,MERGED,2025-02-09T00:00:00Z,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,False,False,sdunn41,660,220,7,5,2,0,0
heliosdrift,commerce-platform,2243,Synthetic PR #2243,MERGED,2025-02-10T00:00:00Z,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,False,False,sdunn41,1050,350,11,8,3,0,0
heliosdrift,commerce-platform,2255,Synthetic PR #2255,MERGED,2025-02-11T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,False,False,bsmith79,660,220,7,5,5,0,0
heliosdrift,commerce-platform,2264,Synthetic PR #2264,MERGED,2025-02-12T00:00:00Z,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,False,False,bsmith79,90,30,1,1,3,0,0
heliosdrift,commerce-platform,2270,Synthetic PR #2270,MERGED,2025-02-13T00:00:00Z,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,False,False,dcombs39,60,20,1,1,1,0,0
heliosdrift,commerce-platform,2272,Synthetic PR #2272,MERGED,2025-02-14T00:00:00Z,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,False,False,sdunn41,120,40,1,1,2,0,0
heliosdrift,commerce-platform,2273,Synthetic PR #2273,MERGED,2025-02-15T00:00:00Z,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,False,False,sdunn41,720,240,8,6,3,0,0
heliosdrift,commerce-platform,2275,Synthetic PR #2275,MERGED,2025-02-16T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,False,False,bsmith79,210,70,2,1,2,0,0
heliosdrift,commerce-platform,2343,Synthetic PR #2343,MERGED,2025-02-17T00:00:00Z,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,False,False,dcombs39,300,100,3,2,3,0,0
heliosdrift,commerce-platform,2346,Synthetic PR #2346,MERGED,2025-02-18T00:00:00Z,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,False,False,scook74,60,20,1,1,1,0,0
heliosdrift,commerce-platform,2359,Synthetic PR #2359,MERGED,2025-02-19T00:00:00Z,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,False,False,mmeyer27,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2358,Synthetic PR #2358,MERGED,2025-02-20T00:00:00Z,2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,False,False,scook74,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2365,Synthetic PR #2365,MERGED,2025-02-21T00:00:00Z,2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,False,False,dcombs39,180,60,2,1,2,0,0
heliosdrift,commerce-platform,2369,Synthetic PR #2369,MERGED,2025-02-22T00:00:00Z,2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,False,False,dcombs39,120,40,1,1,2,0,0
heliosdrift,commerce-platform,2372,Synthetic PR #2372,MERGED,2025-02-23T00:00:00Z,2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,False,False,dcombs39,60,20,1,1,1,0,0
heliosdrift,commerce-platform,2351,Synthetic PR #2351,MERGED,2025-02-24T00:00:00Z,2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2408,Synthetic PR #2408,MERGED,2025-02-25T00:00:00Z,2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,False,False,sdunn41,120,40,1,1,3,0,0
heliosdrift,commerce-platform,2411,Synthetic PR #2411,MERGED,2025-02-26T00:00:00Z,2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2420,Synthetic PR #2420,MERGED,2025-02-27T00:00:00Z,2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
